PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
6743,144213755,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,Inconclusive,5,,,inconclusive,inconclusive,,,active antagonist,54.6118,-63.4254,active antagonist,,-16.2797,active antagonist,22.5919,-102.841,inactive,SIGMA
6744,144213756,7694,CCCCC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6745,144213757,87587,CCNCC(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6746,144213758,117549,CCCCCC1=CCCC1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6747,144213759,9568700,CC(C)(/C=N/OC(=O)NC)S(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6748,144213760,4343483,[B-](F)(F)(F)F.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6749,144213761,10009,C1=CC(=CN=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6750,144213762,17163,CCCCCCCCCCCCOCC1CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6751,144213763,10194,CC1=CC(=C(C(=C1)C)C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6752,144213764,44555481,CCCC[C@H]1CN(C(=O)OC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C)CC5CCOCC5,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Roche
6753,144213765,61056,CC(C)CC(C)CC(CC(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
6754,144213766,5284366,C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6755,144213767,65064,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
6756,144213768,14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,4.89722,33.7018,inactive,Alfa Aesar
6757,144213769,8205,CCCCCCCCCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6758,144213770,10963,C(CCl)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6759,144213771,33094,CC1=CC=CC=C1C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6760,144213772,590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6761,144213773,37829,C=CCN(CC=C)C(=O)C(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
6762,144213774,1254,CC1CCC(C(C1)O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6763,144213775,7985,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,12.3013,41.8445,inactive,ChemService
6764,144213776,67271,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2SSC3=CC=CC=C3NC(=O)C4=CC=CC=C4,Active,43,,,active agonist,active agonist,17.3739,40.1851,active antagonist,38.8952,-57.9993,active agonist,,12.0091,inconclusive antagonist,10.9622,-38.5282,inactive,LightBiologicals
6765,144213777,8657,CCC1=CC=CC=C1CC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
6766,144213778,6548,CCC(C)(CCCC(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6767,144213779,19988,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6768,144213780,8129,CCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6769,144213781,29354,CCCCCCOC1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6770,144213782,5284448,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6771,144213783,2757748,CCCCCC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Matrix Scientific
6772,144213784,10159191,CC(C)(C)C1=CSC(=N1)C2=CC3=C(O2)C=CC(=C3)OCC4=CC=CC=C4CC(=O)O,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inconclusive,,,inactive,,0,inconclusive antagonist,19.4938,-99.0953,inactive,Astellas Pharma
6773,144213785,5364420,CCCCCCCC/C=C\CCCCCCCC(=O)OCCO,Inactive,0,,,inactive,inactive,,0,active agonist,84.8537,46.0324,inactive,,0,inconclusive,,,inactive,SIGMA
6774,144213786,66743,CCOC(=O)C1=CC=C(C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6775,144213787,3735,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
6776,144213788,31256,CC(=O)CC(C)(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6777,144213789,107882,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,11.5436,-66.8847,inactive,SIGMA
6778,144213790,16220111,C[C@@H]1CC[C@@H]2[C@@]13C[C@H](C2(C)C)C(=C(C3)C(=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6779,144213791,5987,NS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6780,144213792,108242,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6781,144213793,75311,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6782,144213794,78170,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)Cl)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6783,144213795,24309,CCCCC(CC)COC(=O)CS,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6784,144213796,14425,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Active,41,,,active agonist,active agonist,,16.9961,active antagonist,54.9477,-59.2663,active agonist,,16.4246,active antagonist,51.874,-117.908,inactive,Alfa Aesar
6785,144213797,73852,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6786,144213798,90558,C=CC(=O)OCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6787,144213799,38360,CCCCCCOC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6788,144213800,61282,CC(C)SCC1=CC=CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6789,144213801,65552,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,Active,43,,,active agonist,active agonist,26.9921,44.7238,inactive,,0,active agonist,31.4705,49.3543,inconclusive agonist,,,inactive,SIGMA
6790,144213802,14982,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6791,144213803,12056760,CN1C(=NN(C1=O)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,EQ Laboratories
6792,144213804,3437714,CC1=CC2C3CC(C2C1)C=C3C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
6793,144213805,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6794,144213806,15406,CC1(C2CCC(C2)(C1O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6795,144213807,60196440,C1CCCN(CC1)CC2=CC=C(S2)C3=NC(=NO3)CCN4C(=O)C5=CC=CC=C5C4=O.C(=C/C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,Astellas Pharma
6796,144213808,8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6797,144213809,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6798,144213810,162461,CC1=C(C=CC(=C1)OC)NC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
6799,144213811,2734171,CCCC[N+]1=CC=CC=C1.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
6800,144213812,180494,CC1=C2CC[C@@H](C(=O)N2C3=CC=CC=C13)CC4=C(NC=N4)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,40.978,-64.8379,inactive,Astellas Pharma
6801,144213813,22456,CC(=O)[O-].CC(=O)[O-].O.O.O.[Pb+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6802,144213814,6269,CC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6803,144213815,7858,C=CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6804,144213816,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Inconclusive,5,,,inconclusive,active antagonist,11.6131,-31.1413,active agonist,29.736,234.462,inactive,,0,inactive,,0,inactive,SIGMA
6805,144213817,173058,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)OC)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,58.2036,-82.4058,inactive,SIGMA
6806,144213818,5281576,C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6807,144213819,7269,CC1=CC(=C(C=C1C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
6808,144213820,62783,CCCCC(CC)COC(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6809,144213821,10687,CC1=C(C(=CC=C1)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6810,144213822,75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
6811,144213823,520108,CC(=O)C1=NC=CS1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6812,144213824,12251,COCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6813,144213825,86287525,CC1=C2C(=NN1)NC3=C(C=C(C=C3)[N+](=O)[O-])C(=N2)C4=CC=CC=C4Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,13.8712,active antagonist,24.5412,-97.1599,inactive,Roche
6814,144213826,25015677,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,1.59261,20.15,inconclusive agonist,,28.1284,active agonist,,16.0955,active antagonist,33.0198,-133.761,inactive,Roche
6815,144213827,31283,CCCCCCCCCCCCCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6816,144213828,5363269,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6817,144213829,22985,[NH4+].[N+](=O)([O-])[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,LightBiologicals
6818,144213830,65360,CC(C)(CS(=O)(=O)O)NC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6819,144213831,79414,C1CC(C1)C(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6820,144213832,15032,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
6821,144213833,16212880,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,9.22352,-44.9573,inactive,SIGMA
6822,144213834,27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Active,43,,,active agonist,active agonist,7.76062,28.029,inconclusive antagonist,38.8952,-57.0641,active agonist,3.88952,29.9169,active antagonist,22.7281,-102.947,inactive,SIGMA
6823,144213835,7076,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6824,144213836,4132186,CCCCC1CCC(CC1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,TCI
6825,144213837,520196,CCCCCCC(C)(C)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6826,144213838,7610,CC1=C(C=CC(=C1)OC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6827,144213839,26176,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6828,144213840,6383,C(Cl)(Cl)(Cl)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6829,144213841,22833317,CCC(O)OCC(C)OC(CC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6830,144213842,54682536,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O.O.O.[Ca+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6831,144213843,517000,C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O,Inconclusive,5,,,inconclusive,inconclusive,,,inconclusive agonist,1.64723,60.5455,inconclusive agonist,,,active antagonist,0.261069,-59.0243,inactive,SIGMA
6832,144213844,23700188,C1=CC=C(C=C1)/C=C/S(=O)(=O)[N-]C(=O)C2=C(C=C(C=C2)F)Cl.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Roche
6833,144213845,23672325,C1=CC=C(C=C1)NCC(=O)[O-].[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6834,144213846,11660,CC(C)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
6835,144213847,23667648,C1=CC2=C(C=CC(=C2)S(=O)(=O)[O-])C=C1O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6836,144213848,19602,CCCCCC1=CC=CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,,inactive,SIGMA
6837,144213849,74282,CCCCCCC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6838,144213850,5803,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,27.5391,62.0514,inactive,,0,inconclusive antagonist,23.1713,-48.5647,inactive,SIGMA
6839,144213851,5319879,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,Inactive,0,,,inactive,inactive,,0,active agonist,7.76062,56.4529,inactive,,0,inactive,,0,inactive,LightBiologicals
6840,144213852,8196,CCCCOCCOCCSC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6841,144213853,8588,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,Acros
6842,144213854,83656,CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,1.84056,48.2172,inactive,,0,active antagonist,48.9722,-92.7652,inactive,SIGMA
6843,144213855,8345,CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,TCI
6844,144213856,237332,C1=C(OC(=C1)C=O)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6845,144213857,32485,CCC1=CC=CC(=C1N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6846,144213858,123458,CC(COC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
6847,144213859,23668568,CCCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=N[N-]5)N=CC=C2.[Na+],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,48.9662,40.9348,active agonist,,11.3825,inactive,,0,inactive,Astellas Pharma
6848,144213860,10685477,C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6849,144213861,9889168,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],Inconclusive,5,,,inconclusive,inconclusive agonist,54.941,55.1152,inconclusive antagonist,54.941,-66.1891,inactive,,0,active antagonist,15.4845,-119.039,inactive,LightBiologicals
6850,144213862,75454,CC(C)(C)C1=CC=C(C=C1)S,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,51.874,39.0863,inactive,,0,inactive,,0,inactive,SIGMA
6851,144213863,6950273,CC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6852,144213864,40399,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6853,144213865,2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6854,144213866,74195,CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6855,144213867,8452,C1CCC(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,FLUKA
6856,144213868,7298,C1CCC(C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6857,144213869,70308,CC(C)(C)C(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6858,144213870,16211283,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,SIGMA
6859,144213871,8372,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6860,144213872,23677963,C1=CC2=C(C=CC(=C2)S(=O)(=O)[O-])C=C1O.[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
6861,144213873,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6862,144213874,12281,C1=C(C=C(C=C1Cl)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6863,144213875,4766,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6864,144213876,26295,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6865,144213877,3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6866,144213878,8285,C(C(CO)(CO)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6867,144213879,30541,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6868,144213880,8486,C1=C(SC(=N1)N)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
6869,144213881,129491,C1CN(CCC1C=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCCCCCCCC4=CN=CC=C4,Inactive,0,,,inactive,inactive,,0,active agonist,13.8006,45.5419,inconclusive agonist,,,active antagonist,21.0489,-116.639,inactive,Roche
6870,144213882,66597,CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
6871,144213883,17113,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
6872,144213884,172717,CC(=C)C(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
6873,144213885,86607,CCC(C)OC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
6874,144213886,11292,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive,,,inactive,SIGMA
6875,144213887,6619,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,12.8689,inactive,,0,inactive,TCI
6876,144213888,14236,CCCC[Sn](Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
